customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Customer_Lifetime_Months,Average_Monthly_Spend,Service_Count,Paperless_Billing_Flag,Automatic_Payment_Flag,Short_Tenure_Flag,High_Monthly_Charge_Flag,Customer_Segment,Churn_Probability,Predicted_Churn,Risk_Level,Retention_Recommendation
5569-KGJHX,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.35,754.65,1,9,83.85,3,1,1,1,1,New,0.7086884099393091,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
4988-IQIGL,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,1,1,75.35,2,1,0,1,1,New,0.8752570988624021,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
3746-EUBYR,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.6,74.6,1,1,74.6,2,1,1,1,1,New,0.8011270983111184,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
2254-DLXRI,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.15,79.15,0,1,79.15,3,1,0,1,1,New,0.8711393792215183,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
7594-RQHXR,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,79.6,1,1,79.6,2,1,0,1,1,New,0.882399848201507,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
1624-NALOJ,Male,1,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.8,502.6,1,5,100.52,4,1,0,1,1,New,0.8207823289571958,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
6210-KBBPI,Male,1,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,919.4,1,9,102.15555555555557,5,1,1,1,1,New,0.8460713234289566,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
2612-RANWT,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.15,1164.3,1,12,97.025,5,1,1,1,1,New,0.7956206183735002,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
3878-AVSOQ,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.25,71.25,0,1,71.25,1,1,0,1,1,New,0.8165343677373056,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
0612-RTZZA,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,1,1,25.25,0,0,0,1,0,New,0.7716902855377554,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
8816-VXNZD,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,1,1,75.1,2,1,0,1,1,New,0.8651087145882694,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
3716-BDVDB,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,69.1,1,1,69.1,1,1,0,1,0,New,0.8291181715869403,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
9488-HGMJH,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.15,71.15,1,1,71.15,1,1,0,1,1,New,0.8165343677373056,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
6688-UZPWD,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.0,1145.35,1,11,104.12272727272726,5,1,0,1,1,New,0.7886853014947645,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
0968-GSIKN,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.8,70.8,1,1,70.8,1,1,0,1,1,New,0.786948545859094,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
9057-SIHCH,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.6,291.9,1,3,97.3,4,1,0,1,1,New,0.8637644279952358,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
3489-HHPFY,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.05,134.05,0,2,67.025,3,1,0,1,1,New,0.7118690248694698,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
2645-QTLMB,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,669.0,1,7,95.57142857142856,4,1,0,1,1,New,0.7147084255138074,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
4806-HIPDW,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.95,68.95,1,1,68.95,1,1,0,1,0,New,0.8323489942404114,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
4424-TKOPW,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,196.75,1,2,98.375,4,1,0,1,1,New,0.8823303242702508,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
8443-ZRDBZ,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,318.9,1,4,79.725,2,1,0,1,1,New,0.7368059500731321,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
7479-NITWS,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.35,631.85,1,7,90.26428571428572,4,1,1,1,1,New,0.783262781276858,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
5960-WPXQM,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.05,79.05,1,1,79.05,2,1,0,1,1,New,0.8845530561330383,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
0684-AOSIH,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,95.0,1,1,95.0,4,1,0,1,1,New,0.8163660808695656,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
8337-UPOAQ,Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.8,914.3,1,10,91.43,4,1,0,1,1,New,0.8094966033410074,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
8644-XLFBW,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,71.65,1,1,71.65,1,1,0,1,1,New,0.8130672251742801,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
8625-AZYZY,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.65,2542.45,1,24,105.93541666666664,6,1,0,0,1,Established,0.7303808798058715,1,HIGH,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Offer technical support or a support package.
9306-CPCBC,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.25,210.3,1,3,70.10000000000001,2,1,0,1,1,New,0.7482469040623678,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
1833-VGRUM,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.2,74.2,1,1,74.2,2,1,0,1,1,New,0.8716670394738315,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
6137-NICCO,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,94.05,518.75,0,6,86.45833333333333,5,1,0,1,1,New,0.7262281411154582,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
2656-TABEH,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,420.2,1,4,105.05,5,1,0,1,1,New,0.8669452075732094,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
0812-WUPTB,Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.85,70.85,1,1,70.85,1,0,0,1,1,New,0.7655591920330617,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
5299-SJCZT,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.55,298.35,1,3,99.45,5,1,1,1,1,New,0.8782603518533307,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
4090-KPJIP,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,212.4,0,3,70.8,2,1,0,1,1,New,0.7311498749218952,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
6086-ESGRL,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),80.15,80.15,1,1,80.15,2,0,1,1,1,New,0.8021372763434085,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
6372-RFVNS,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,78.8,1,1,78.8,2,0,0,1,1,New,0.8494974643987925,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
3871-IKPYH,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.1,69.1,1,1,69.1,1,0,0,1,0,New,0.810491412440036,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
9025-AOMKI,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.55,536.4,1,6,89.39999999999999,4,1,1,1,1,New,0.808399711279951,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
5275-SQEIZ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.85,80.85,1,1,80.85,2,1,0,1,1,New,0.8484863082442851,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
1304-NECVQ,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.55,149.55,1,2,74.775,3,1,0,1,1,New,0.7699570181745342,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
8945-GRKHX,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.65,78.65,1,1,78.65,2,0,0,1,1,New,0.8410905701057984,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
4587-VVTOX,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,545.2,1,6,90.86666666666667,6,1,0,1,1,New,0.8577743777739738,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
8972-HJWNV,Female,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.55,646.85,1,7,92.40714285714286,3,1,0,1,1,New,0.8544405548727623,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
2920-RNCEZ,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,69.95,0,1,69.95,1,1,1,1,0,New,0.7508594217911646,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
1200-TUZHR,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.2,695.75,0,8,86.96875,3,0,0,1,1,New,0.7265861706369596,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
1334-FJSVR,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.25,24.25,1,1,24.25,0,1,0,1,0,New,0.7490228530700844,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
1731-TVIUK,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.5,362.2,1,4,90.55,5,1,0,1,1,New,0.72899235638277,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
6615-NGGZJ,Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.55,1415.55,1,14,101.11071428571428,5,1,0,0,1,Established,0.7299391295939708,1,HIGH,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Offer technical support or a support package.
8161-QYMTT,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.1,701.3,0,7,100.18571428571428,4,1,0,1,1,New,0.8204323521250645,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
1915-IOFGU,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,70.5,1,1,70.5,1,0,0,1,1,New,0.7730728067473597,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
3045-XETSH,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.85,953.45,1,10,95.345,5,1,0,1,1,New,0.7656448012826079,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
0916-QOFDP,Female,1,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.8,1346.3,0,14,96.16428571428573,4,1,0,0,1,Established,0.7195282417760206,1,HIGH,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Offer technical support or a support package.
7665-TOALD,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,1,1,69.6,1,1,0,1,0,New,0.8323489942404114,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
2777-PHDEI,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.05,78.05,1,1,78.05,2,0,0,1,1,New,0.8494974643987925,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
4282-YMKNA,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,706.6,1,9,78.51111111111112,2,1,0,1,1,New,0.7159539383158474,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
9189-JWSHV,Female,1,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,2264.05,1,24,94.33541666666667,4,1,0,0,1,Established,0.7675206525050106,1,HIGH,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Offer technical support or a support package.
5597-GLBUC,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.45,85.45,1,1,85.45,3,1,0,1,1,New,0.8375059390266173,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
4229-CZMLL,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,469.8,1,6,78.3,2,1,0,1,1,New,0.7460550120150937,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
7858-GTZSP,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,1066.9,0,12,88.90833333333335,3,1,0,1,1,New,0.7383935485502606,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
5482-PLVPE,Female,1,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.35,41.85,1,2,20.925,0,0,0,1,0,New,0.7181210376405319,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
0495-ZBNGW,Male,1,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.9,343.95,1,5,68.78999999999999,3,1,1,1,1,New,0.7437473090354068,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
5797-APWZC,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,90.6,1,1,90.6,3,0,0,1,1,New,0.8459287166912011,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
4228-ZGYUW,Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,368.1,1,4,92.025,4,1,0,1,1,New,0.8111313037039479,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
3519-ZKXGG,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,256.6,1,3,85.53333333333335,2,1,0,1,1,New,0.7878002470170936,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
6416-TVAIH,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.5,68.5,1,1,68.5,1,1,0,1,0,New,0.8288642216748966,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
3066-RRJIO,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.95,69.95,1,1,69.95,1,1,0,1,0,New,0.786948545859094,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
1567-DSCIC,Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.0,773.65,1,8,96.70625,5,1,0,1,1,New,0.7780082237444298,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
5442-UTCVD,Male,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.85,257.05,1,3,85.68333333333334,4,0,0,1,1,New,0.7019721377719965,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
4597-NUCQV,Male,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,2440.15,1,24,101.67291666666668,5,1,0,0,1,Established,0.7154082582788501,1,HIGH,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Offer technical support or a support package.
9019-QVLZD,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.55,79.55,1,1,79.55,2,0,0,1,1,New,0.8534047926391901,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
1455-ESIQH,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.1,89.1,1,1,89.1,3,1,0,1,1,New,0.8085752334181181,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
7130-VTEWQ,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,1,8,75.78125,2,1,0,1,1,New,0.7017886350455027,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
7903-CMPEY,Male,1,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.3,80.3,1,1,80.3,3,1,0,1,1,New,0.8898865014880466,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
6996-KNSML,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,1,1,74.9,2,1,0,1,1,New,0.8313060545510745,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
1704-NRWYE,Female,1,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,751.65,1,9,83.51666666666667,2,1,0,1,1,New,0.7101271311266065,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
0023-HGHWL,Male,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.1,25.1,1,1,25.1,0,1,0,1,0,New,0.8137703600348031,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
0515-YPMCW,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,1,1,70.45,1,1,0,1,1,New,0.7827663771544384,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
4749-OJKQU,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.65,302.35,0,4,75.5875,2,1,0,1,1,New,0.7163873597793563,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
6161-UUUTA,Male,1,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.9,260.9,1,3,86.96666666666665,2,1,0,1,1,New,0.7260823028627227,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
1455-UGQVH,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1037.75,1,10,103.775,5,1,0,1,1,New,0.8691889435823654,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
3178-FESZO,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.25,100.25,1,1,100.25,5,1,1,1,1,New,0.9272674397753915,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
4603-JANFB,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,1,1,69.85,1,1,0,1,0,New,0.8291181715869403,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
7908-QCBCA,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.4,69.4,1,1,69.4,1,1,0,1,0,New,0.7975344624778677,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
6711-FLDFB,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,541.15,1,7,77.30714285714285,2,1,0,1,1,New,0.7371708515305544,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
